# t_ns	Wlong_V/pC	Wxdip_V/pCmm	Wydip_V/pCmm
5.150000000000e+00	-2.087035221375e-03	-1.307556021752e-02	-1.307556021752e-02
5.151000000000e+00	-2.875763370276e-03	-1.307042625201e-02	-1.307042625201e-02
5.152000000000e+00	-3.664491519177e-03	-1.306529228649e-02	-1.306529228649e-02
5.153000000000e+00	-4.412334068748e-03	-1.305825776623e-02	-1.305825776623e-02
5.154000000000e+00	-5.119291019877e-03	-1.304932269128e-02	-1.304932269128e-02
5.155000000000e+00	-5.826247970528e-03	-1.304038761630e-02	-1.304038761630e-02
5.156000000000e+00	-6.445094249921e-03	-1.302759209968e-02	-1.302759209968e-02
5.157000000000e+00	-7.063940529316e-03	-1.301479658307e-02	-1.301479658307e-02
5.158000000000e+00	-7.638734331463e-03	-1.300002328445e-02	-1.300002328445e-02
5.159000000000e+00	-8.169475657318e-03	-1.298327220387e-02	-1.298327220387e-02
5.160000000000e+00	-8.700216982725e-03	-1.296652112327e-02	-1.296652112327e-02
5.161000000000e+00	-9.148121286295e-03	-1.294573143550e-02	-1.294573143550e-02
5.162000000000e+00	-9.596025589864e-03	-1.292494174773e-02	-1.292494174773e-02
5.163000000000e+00	-1.000705085932e-02	-1.290212263489e-02	-1.290212263489e-02
5.164000000000e+00	-1.038119709548e-02	-1.287727409702e-02	-1.287727409702e-02
5.165000000000e+00	-1.075534333129e-02	-1.285242555914e-02	-1.285242555914e-02
5.166000000000e+00	-1.106696788581e-02	-1.282360787365e-02	-1.282360787365e-02
5.167000000000e+00	-1.137859244032e-02	-1.279479018816e-02	-1.279479018816e-02
5.168000000000e+00	-1.166481358468e-02	-1.276410649754e-02	-1.276410649754e-02
5.169000000000e+00	-1.192563131944e-02	-1.273155680183e-02	-1.273155680183e-02
5.170000000000e+00	-1.218644905399e-02	-1.269900710610e-02	-1.269900710610e-02
5.171000000000e+00	-1.240711932165e-02	-1.266313272282e-02	-1.266313272282e-02
5.172000000000e+00	-1.262778958931e-02	-1.262725833953e-02	-1.262725833953e-02
5.173000000000e+00	-1.283256697767e-02	-1.259001260236e-02	-1.259001260236e-02
5.174000000000e+00	-1.302145148709e-02	-1.255139551134e-02	-1.255139551134e-02
5.175000000000e+00	-1.321033599637e-02	-1.251277842030e-02	-1.251277842030e-02
5.176000000000e+00	-1.337265806408e-02	-1.247215985205e-02	-1.247215985205e-02
5.177000000000e+00	-1.353498013179e-02	-1.243154128380e-02	-1.243154128380e-02
5.178000000000e+00	-1.368487499208e-02	-1.239035484433e-02	-1.239035484433e-02
5.179000000000e+00	-1.382234264521e-02	-1.234860053366e-02	-1.234860053366e-02
5.180000000000e+00	-1.395981029820e-02	-1.230684622298e-02	-1.230684622298e-02
5.181000000000e+00	-1.407071395897e-02	-1.226489498134e-02	-1.226489498134e-02
5.182000000000e+00	-1.418161761975e-02	-1.222294373970e-02	-1.222294373970e-02
5.183000000000e+00	-1.427694170033e-02	-1.218136819343e-02	-1.218136819343e-02
5.184000000000e+00	-1.435668620106e-02	-1.214016834252e-02	-1.214016834252e-02
5.185000000000e+00	-1.443643070158e-02	-1.209896849162e-02	-1.209896849162e-02
5.186000000000e+00	-1.447841637970e-02	-1.205940815124e-02	-1.205940815124e-02
5.187000000000e+00	-1.452040205782e-02	-1.201984781085e-02	-1.201984781085e-02
5.188000000000e+00	-1.453976145399e-02	-1.198148668331e-02	-1.198148668331e-02
5.189000000000e+00	-1.453649456869e-02	-1.194432476858e-02	-1.194432476858e-02
5.190000000000e+00	-1.453322768310e-02	-1.190716285387e-02	-1.190716285387e-02
5.191000000000e+00	-1.447751972221e-02	-1.187296781244e-02	-1.187296781244e-02
5.192000000000e+00	-1.442181176132e-02	-1.183877277100e-02	-1.183877277100e-02
5.193000000000e+00	-1.433701301154e-02	-1.180622663946e-02	-1.180622663946e-02
5.194000000000e+00	-1.422312347351e-02	-1.177532941777e-02	-1.177532941777e-02
5.195000000000e+00	-1.410923393514e-02	-1.174443219611e-02	-1.174443219611e-02
5.196000000000e+00	-1.393382207137e-02	-1.171689870798e-02	-1.171689870798e-02
5.197000000000e+00	-1.375841020761e-02	-1.168936521985e-02	-1.168936521985e-02
5.198000000000e+00	-1.355209243859e-02	-1.166341177044e-02	-1.166341177044e-02
5.199000000000e+00	-1.331486876498e-02	-1.163903835970e-02	-1.163903835970e-02
5.200000000000e+00	-1.307764509106e-02	-1.161466494897e-02	-1.161466494897e-02
5.201000000000e+00	-1.278165027577e-02	-1.159299816125e-02	-1.159299816125e-02
5.202000000000e+00	-1.248565546049e-02	-1.157133137352e-02	-1.157133137352e-02
5.203000000000e+00	-1.216339949987e-02	-1.155068778791e-02	-1.155068778791e-02
5.204000000000e+00	-1.181488239450e-02	-1.153106740438e-02	-1.153106740438e-02
5.205000000000e+00	-1.146636528889e-02	-1.151144702086e-02	-1.151144702086e-02
5.206000000000e+00	-1.107427855048e-02	-1.149306899305e-02	-1.149306899305e-02
5.207000000000e+00	-1.068219181207e-02	-1.147469096523e-02	-1.147469096523e-02
5.208000000000e+00	-1.027373638853e-02	-1.145649889666e-02	-1.145649889666e-02
5.209000000000e+00	-9.848912280212e-03	-1.143849278732e-02	-1.143849278732e-02
5.210000000000e+00	-9.424088171781e-03	-1.142048667798e-02	-1.142048667798e-02
5.211000000000e+00	-8.978193977464e-03	-1.140200066768e-02	-1.140200066768e-02
5.212000000000e+00	-8.532299783147e-03	-1.138351465739e-02	-1.138351465739e-02
5.213000000000e+00	-8.081551732507e-03	-1.136441446411e-02	-1.136441446411e-02
5.214000000000e+00	-7.625949825647e-03	-1.134470008786e-02	-1.134470008786e-02
5.215000000000e+00	-7.170347918789e-03	-1.132498571160e-02	-1.132498571160e-02
5.216000000000e+00	-6.714997143374e-03	-1.130347434680e-02	-1.130347434680e-02
5.217000000000e+00	-6.259646367958e-03	-1.128196298199e-02	-1.128196298199e-02
5.218000000000e+00	-5.808236680859e-03	-1.125938918124e-02	-1.125938918124e-02
5.219000000000e+00	-5.360768081990e-03	-1.123575294456e-02	-1.123575294456e-02
5.220000000000e+00	-4.913299483190e-03	-1.121211670787e-02	-1.121211670787e-02
5.221000000000e+00	-4.478380928146e-03	-1.118630778586e-02	-1.118630778586e-02
5.222000000000e+00	-4.043462373103e-03	-1.116049886384e-02	-1.116049886384e-02
5.223000000000e+00	-3.615539494403e-03	-1.113372660986e-02	-1.113372660986e-02
5.224000000000e+00	-3.194612291894e-03	-1.110599102393e-02	-1.110599102393e-02
5.225000000000e+00	-2.773685089452e-03	-1.107825543800e-02	-1.107825543800e-02
5.226000000000e+00	-2.365114656730e-03	-1.104911964598e-02	-1.104911964598e-02
5.227000000000e+00	-1.956544224008e-03	-1.101998385396e-02	-1.101998385396e-02
5.228000000000e+00	-1.552077150110e-03	-1.099053162442e-02	-1.099053162442e-02
5.229000000000e+00	-1.151713434945e-03	-1.096076295736e-02	-1.096076295736e-02
5.230000000000e+00	-7.513497197943e-04	-1.093099429031e-02	-1.093099429031e-02
5.231000000000e+00	-3.534463755875e-04	-1.090153876499e-02	-1.090153876499e-02
5.232000000000e+00	4.445696861954e-05	-1.087208323966e-02	-1.087208323966e-02
5.233000000000e+00	4.442090284088e-04	-1.084330711801e-02	-1.084330711801e-02
5.234000000000e+00	8.458098037388e-04	-1.081521040001e-02	-1.081521040001e-02
5.235000000000e+00	1.247410579118e-03	-1.078711368203e-02	-1.078711368203e-02
5.236000000000e+00	1.657953557839e-03	-1.076143267862e-02	-1.076143267862e-02
5.237000000000e+00	2.068496536562e-03	-1.073575167521e-02	-1.073575167521e-02
5.238000000000e+00	2.485017506236e-03	-1.071176795305e-02	-1.071176795305e-02
5.239000000000e+00	2.907516466732e-03	-1.068948151212e-02	-1.068948151212e-02
5.240000000000e+00	3.330015427292e-03	-1.066719507120e-02	-1.066719507120e-02
5.241000000000e+00	3.764092931527e-03	-1.064912244384e-02	-1.064912244384e-02
5.242000000000e+00	4.198170435763e-03	-1.063104981647e-02	-1.063104981647e-02
5.243000000000e+00	4.635721844048e-03	-1.061538103192e-02	-1.061538103192e-02
5.244000000000e+00	5.076747156308e-03	-1.060211609013e-02	-1.060211609013e-02
5.245000000000e+00	5.517772468556e-03	-1.058885114837e-02	-1.058885114837e-02
5.246000000000e+00	5.956412177884e-03	-1.058071888693e-02	-1.058071888693e-02
5.247000000000e+00	6.395051887212e-03	-1.057258662550e-02	-1.057258662550e-02
5.248000000000e+00	6.825500474228e-03	-1.056704035662e-02	-1.056704035662e-02
5.249000000000e+00	7.247757939108e-03	-1.056408008025e-02	-1.056408008025e-02
5.250000000000e+00	7.670015403802e-03	-1.056111980390e-02	-1.056111980390e-02
5.251000000000e+00	8.057787813877e-03	-1.056309680355e-02	-1.056309680355e-02
5.252000000000e+00	8.445560223953e-03	-1.056507380321e-02	-1.056507380321e-02
5.253000000000e+00	8.805511587009e-03	-1.056928465456e-02	-1.056928465456e-02
5.254000000000e+00	9.137641903648e-03	-1.057572935756e-02	-1.057572935756e-02
5.255000000000e+00	9.469772219863e-03	-1.058217406058e-02	-1.058217406058e-02
5.256000000000e+00	9.723522660775e-03	-1.059244486921e-02	-1.059244486921e-02
5.257000000000e+00	9.977273101687e-03	-1.060271567783e-02	-1.060271567783e-02
5.258000000000e+00	1.018056290861e-02	-1.061453287473e-02	-1.061453287473e-02
5.259000000000e+00	1.033339208265e-02	-1.062789645985e-02	-1.062789645985e-02
5.260000000000e+00	1.048622125603e-02	-1.064126004499e-02	-1.064126004499e-02
5.261000000000e+00	1.051771307391e-02	-1.065698098008e-02	-1.065698098008e-02
5.262000000000e+00	1.054920489178e-02	-1.067270191517e-02	-1.067270191517e-02
5.263000000000e+00	1.051183710245e-02	-1.068927763318e-02	-1.068927763318e-02
5.264000000000e+00	1.040560970742e-02	-1.070670813408e-02	-1.070670813408e-02
5.265000000000e+00	1.029938231157e-02	-1.072413863499e-02	-1.072413863499e-02
5.266000000000e+00	1.004480163210e-02	-1.074279893699e-02	-1.074279893699e-02
5.267000000000e+00	9.790220952630e-03	-1.076145923899e-02	-1.076145923899e-02
5.268000000000e+00	9.459698444834e-03	-1.078060968791e-02	-1.078060968791e-02
5.269000000000e+00	9.053234110359e-03	-1.080025028376e-02	-1.080025028376e-02
5.270000000000e+00	8.646769775085e-03	-1.081989087961e-02	-1.081989087961e-02
5.271000000000e+00	8.092859938621e-03	-1.084052941340e-02	-1.084052941340e-02
5.272000000000e+00	7.538950102156e-03	-1.086116794719e-02	-1.086116794719e-02
5.273000000000e+00	6.917661888301e-03	-1.088245117811e-02	-1.088245117811e-02
5.274000000000e+00	6.228995298516e-03	-1.090437910615e-02	-1.090437910615e-02
5.275000000000e+00	5.540328708112e-03	-1.092630703419e-02	-1.092630703419e-02
5.276000000000e+00	4.737503212477e-03	-1.095006401840e-02	-1.095006401840e-02
5.277000000000e+00	3.934677716840e-03	-1.097382100261e-02	-1.097382100261e-02
5.278000000000e+00	3.088550813811e-03	-1.099885805973e-02	-1.099885805973e-02
5.279000000000e+00	2.199122504329e-03	-1.102517518974e-02	-1.102517518974e-02
5.280000000000e+00	1.309694194556e-03	-1.105149231976e-02	-1.105149231976e-02
5.281000000000e+00	3.666853669070e-04	-1.108120837180e-02	-1.108120837180e-02
5.282000000000e+00	-5.763234607432e-04	-1.111092442385e-02	-1.111092442385e-02
5.283000000000e+00	-1.527836957008e-03	-1.114276131950e-02	-1.114276131950e-02
5.284000000000e+00	-2.487855121703e-03	-1.117671905871e-02	-1.117671905871e-02
5.285000000000e+00	-3.447873286284e-03	-1.121067679795e-02	-1.121067679795e-02
5.286000000000e+00	-4.386970418146e-03	-1.124960854068e-02	-1.124960854068e-02
5.287000000000e+00	-5.326067550006e-03	-1.128854028341e-02	-1.128854028341e-02
5.288000000000e+00	-6.236202582842e-03	-1.133021268241e-02	-1.133021268241e-02
5.289000000000e+00	-7.117375517280e-03	-1.137462573763e-02	-1.137462573763e-02
5.290000000000e+00	-7.998548451220e-03	-1.141903879287e-02	-1.141903879287e-02
5.291000000000e+00	-8.787922115795e-03	-1.146911184489e-02	-1.146911184489e-02
5.292000000000e+00	-9.577295780369e-03	-1.151918489690e-02	-1.151918489690e-02
5.293000000000e+00	-1.030636799862e-02	-1.157197188226e-02	-1.157197188226e-02
5.294000000000e+00	-1.097513877187e-02	-1.162747280089e-02	-1.162747280089e-02
5.295000000000e+00	-1.164390954434e-02	-1.168297371955e-02	-1.168297371955e-02
5.296000000000e+00	-1.216988476899e-02	-1.174320771898e-02	-1.174320771898e-02
5.297000000000e+00	-1.269585999365e-02	-1.180344171840e-02	-1.180344171840e-02
5.298000000000e+00	-1.314316053710e-02	-1.186545603820e-02	-1.186545603820e-02
5.299000000000e+00	-1.351178640104e-02	-1.192925067834e-02	-1.192925067834e-02
5.300000000000e+00	-1.388041226409e-02	-1.199304531848e-02	-1.199304531848e-02
5.301000000000e+00	-1.408522970677e-02	-1.205877575828e-02	-1.205877575828e-02
5.302000000000e+00	-1.429004714944e-02	-1.212450619809e-02	-1.212450619809e-02
5.303000000000e+00	-1.441371583437e-02	-1.219019863859e-02	-1.219019863859e-02
5.304000000000e+00	-1.445623576331e-02	-1.225585307980e-02	-1.225585307980e-02
5.305000000000e+00	-1.449875569142e-02	-1.232150752099e-02	-1.232150752099e-02
5.306000000000e+00	-1.438779553669e-02	-1.238478923277e-02	-1.238478923277e-02
5.307000000000e+00	-1.427683538196e-02	-1.244807094455e-02	-1.244807094455e-02
5.308000000000e+00	-1.409663960838e-02	-1.250894130525e-02	-1.250894130525e-02
5.309000000000e+00	-1.384720821743e-02	-1.256740031492e-02	-1.256740031492e-02
5.310000000000e+00	-1.359777682584e-02	-1.262585932456e-02	-1.262585932456e-02
5.311000000000e+00	-1.322962969247e-02	-1.267704409877e-02	-1.267704409877e-02
5.312000000000e+00	-1.286148255911e-02	-1.272822887298e-02	-1.272822887298e-02
5.313000000000e+00	-1.244541334418e-02	-1.277462999967e-02	-1.277462999967e-02
5.314000000000e+00	-1.198142204873e-02	-1.281624747894e-02	-1.281624747894e-02
5.315000000000e+00	-1.151743075290e-02	-1.285786495815e-02	-1.285786495815e-02
5.316000000000e+00	-1.098191753325e-02	-1.288793633084e-02	-1.288793633084e-02
5.317000000000e+00	-1.044640431361e-02	-1.291800770353e-02	-1.291800770353e-02
5.318000000000e+00	-9.887237898840e-03	-1.294154324282e-02	-1.294154324282e-02
5.319000000000e+00	-9.304418289454e-03	-1.295854294885e-02	-1.295854294885e-02
5.320000000000e+00	-8.721598679935e-03	-1.297554265480e-02	-1.297554265480e-02
5.321000000000e+00	-8.114253508925e-03	-1.297850929597e-02	-1.297850929597e-02
5.322000000000e+00	-7.506908337915e-03	-1.298147593714e-02	-1.298147593714e-02
5.323000000000e+00	-6.897468482777e-03	-1.297726426009e-02	-1.297726426009e-02
5.324000000000e+00	-6.285933943557e-03	-1.296587426497e-02	-1.296587426497e-02
5.325000000000e+00	-5.674399404407e-03	-1.295448426978e-02	-1.295448426978e-02
5.326000000000e+00	-5.075924228599e-03	-1.292908213149e-02	-1.292908213149e-02
5.327000000000e+00	-4.477449052792e-03	-1.290367999320e-02	-1.290367999320e-02
5.328000000000e+00	-3.892449673747e-03	-1.287177013228e-02	-1.287177013228e-02
5.329000000000e+00	-3.320926091173e-03	-1.283335254886e-02	-1.283335254886e-02
5.330000000000e+00	-2.749402508803e-03	-1.279493496539e-02	-1.279493496539e-02
5.331000000000e+00	-2.215437325538e-03	-1.274508995903e-02	-1.274508995903e-02
5.332000000000e+00	-1.681472142273e-03	-1.269524495266e-02	-1.269524495266e-02
5.333000000000e+00	-1.170118586074e-03	-1.264072532181e-02	-1.264072532181e-02
5.334000000000e+00	-6.813766564510e-04	-1.258153106658e-02	-1.258153106658e-02
5.335000000000e+00	-1.926347271017e-04	-1.252233681131e-02	-1.252233681131e-02
5.336000000000e+00	2.456371292281e-04	-1.245622814210e-02	-1.245622814210e-02
5.337000000000e+00	6.839089855576e-04	-1.239011947289e-02	-1.239011947289e-02
5.338000000000e+00	1.095231215300e-03	-1.232187170115e-02	-1.232187170115e-02
5.339000000000e+00	1.479603819039e-03	-1.225148482693e-02	-1.225148482693e-02
5.340000000000e+00	1.863976422474e-03	-1.218109795269e-02	-1.218109795269e-02
5.341000000000e+00	2.192264170170e-03	-1.210910553807e-02	-1.210910553807e-02
5.342000000000e+00	2.520551917865e-03	-1.203711312344e-02	-1.203711312344e-02
5.343000000000e+00	2.820096850875e-03	-1.196559160330e-02	-1.196559160330e-02
5.344000000000e+00	3.090898969824e-03	-1.189454097765e-02	-1.189454097765e-02
5.345000000000e+00	3.361701088456e-03	-1.182349035201e-02	-1.182349035201e-02
5.346000000000e+00	3.574122678286e-03	-1.175565711319e-02	-1.175565711319e-02
5.347000000000e+00	3.786544268116e-03	-1.168782387437e-02	-1.168782387437e-02
5.348000000000e+00	3.969547692329e-03	-1.162254113294e-02	-1.162254113294e-02
5.349000000000e+00	4.123132951564e-03	-1.155980888886e-02	-1.155980888886e-02
5.350000000000e+00	4.276718210480e-03	-1.149707664481e-02	-1.149707664481e-02
5.351000000000e+00	4.371592641035e-03	-1.144085122705e-02	-1.144085122705e-02
5.352000000000e+00	4.466467071590e-03	-1.138462580929e-02	-1.138462580929e-02
5.353000000000e+00	4.532496113472e-03	-1.133209480740e-02	-1.133209480740e-02
5.354000000000e+00	4.569679767307e-03	-1.128325822131e-02	-1.128325822131e-02
5.355000000000e+00	4.606863420843e-03	-1.123442163527e-02	-1.123442163527e-02
5.356000000000e+00	4.588687721753e-03	-1.119332755955e-02	-1.119332755955e-02
5.357000000000e+00	4.570512022664e-03	-1.115223348384e-02	-1.115223348384e-02
5.358000000000e+00	4.526694212567e-03	-1.111494100945e-02	-1.111494100945e-02
5.359000000000e+00	4.457234292018e-03	-1.108145013630e-02	-1.108145013630e-02
5.360000000000e+00	4.387774371224e-03	-1.104795926318e-02	-1.104795926318e-02
5.361000000000e+00	4.273199929821e-03	-1.102150948819e-02	-1.102150948819e-02
5.362000000000e+00	4.158625488417e-03	-1.099505971319e-02	-1.099505971319e-02
5.363000000000e+00	4.025714188688e-03	-1.097168668332e-02	-1.097168668332e-02
5.364000000000e+00	3.874466031030e-03	-1.095139039849e-02	-1.095139039849e-02
5.365000000000e+00	3.723217873230e-03	-1.093109411369e-02	-1.093109411369e-02
5.366000000000e+00	3.545934347724e-03	-1.091585285867e-02	-1.091585285867e-02
5.367000000000e+00	3.368650822217e-03	-1.090061160366e-02	-1.090061160366e-02
5.368000000000e+00	3.184582040674e-03	-1.088730379971e-02	-1.088730379971e-02
5.369000000000e+00	2.993728003241e-03	-1.087592944678e-02	-1.087592944678e-02
5.370000000000e+00	2.802873965809e-03	-1.086455509386e-02	-1.086455509386e-02
5.371000000000e+00	2.612061557647e-03	-1.085588665458e-02	-1.085588665458e-02
5.372000000000e+00	2.421249149486e-03	-1.084721821529e-02	-1.084721821529e-02
5.373000000000e+00	2.237358643745e-03	-1.083938701010e-02	-1.083938701010e-02
5.374000000000e+00	2.060390040272e-03	-1.083239303899e-02	-1.083239303899e-02
5.375000000000e+00	1.883421436944e-03	-1.082539906788e-02	-1.082539906788e-02
5.376000000000e+00	1.733124062694e-03	-1.081925739527e-02	-1.081925739527e-02
5.377000000000e+00	1.582826688445e-03	-1.081311572266e-02	-1.081311572266e-02
5.378000000000e+00	1.451157832390e-03	-1.080711937134e-02	-1.080711937134e-02
5.379000000000e+00	1.338117494127e-03	-1.080126834130e-02	-1.080126834130e-02
5.380000000000e+00	1.225077156104e-03	-1.079541731126e-02	-1.079541731126e-02
5.381000000000e+00	1.156399685090e-03	-1.078957559027e-02	-1.078957559027e-02
5.382000000000e+00	1.087722214075e-03	-1.078373386927e-02	-1.078373386927e-02
5.383000000000e+00	1.042505376248e-03	-1.077789054940e-02	-1.077789054940e-02
5.384000000000e+00	1.020749171098e-03	-1.077204563067e-02	-1.077204563067e-02
5.385000000000e+00	9.989929661884e-04	-1.076620071194e-02	-1.076620071194e-02
5.386000000000e+00	1.021411111228e-03	-1.076056918326e-02	-1.076056918326e-02
5.387000000000e+00	1.043829256268e-03	-1.075493765458e-02	-1.075493765458e-02
5.388000000000e+00	1.084143754272e-03	-1.074960449092e-02	-1.074960449092e-02
5.389000000000e+00	1.142354604853e-03	-1.074456969228e-02	-1.074456969228e-02
5.390000000000e+00	1.200565455552e-03	-1.073953489364e-02	-1.073953489364e-02
5.391000000000e+00	1.280735931827e-03	-1.073556953835e-02	-1.073556953835e-02
5.392000000000e+00	1.360906408103e-03	-1.073160418306e-02	-1.073160418306e-02
5.393000000000e+00	1.442781247160e-03	-1.072841275790e-02	-1.072841275790e-02
5.394000000000e+00	1.526360448964e-03	-1.072599526287e-02	-1.072599526287e-02
5.395000000000e+00	1.609939650667e-03	-1.072357776784e-02	-1.072357776784e-02
5.396000000000e+00	1.674926128289e-03	-1.072311134629e-02	-1.072311134629e-02
5.397000000000e+00	1.739912605910e-03	-1.072264492473e-02	-1.072264492473e-02
5.398000000000e+00	1.783740571440e-03	-1.072328321760e-02	-1.072328321760e-02
5.399000000000e+00	1.806410025337e-03	-1.072502622486e-02	-1.072502622486e-02
5.400000000000e+00	1.829079478878e-03	-1.072676923213e-02	-1.072676923213e-02
5.401000000000e+00	1.786046686485e-03	-1.073078389740e-02	-1.073078389740e-02
5.402000000000e+00	1.743013894092e-03	-1.073479856267e-02	-1.073479856267e-02
5.403000000000e+00	1.656720075152e-03	-1.073986823103e-02	-1.073986823103e-02
5.404000000000e+00	1.527165230603e-03	-1.074599290246e-02	-1.074599290246e-02
5.405000000000e+00	1.397610385498e-03	-1.075211757391e-02	-1.075211757391e-02
5.406000000000e+00	1.165470858072e-03	-1.075996515602e-02	-1.075996515602e-02
5.407000000000e+00	9.333313306449e-04	-1.076781273814e-02	-1.076781273814e-02
5.408000000000e+00	6.452203542308e-04	-1.077622783539e-02	-1.077622783539e-02
5.409000000000e+00	3.011379300437e-04	-1.078521044775e-02	-1.078521044775e-02
5.410000000000e+00	-4.294449475691e-05	-1.079419306012e-02	-1.079419306012e-02
5.411000000000e+00	-5.001214277652e-04	-1.080357034902e-02	-1.080357034902e-02
5.412000000000e+00	-9.572983607732e-04	-1.081294763792e-02	-1.081294763792e-02
5.413000000000e+00	-1.467051840249e-03	-1.082210939939e-02	-1.082210939939e-02
5.414000000000e+00	-2.029381865050e-03	-1.083105563345e-02	-1.083105563345e-02
5.415000000000e+00	-2.591711890329e-03	-1.084000186749e-02	-1.084000186749e-02
5.416000000000e+00	-3.242012281841e-03	-1.084768515417e-02	-1.084768515417e-02
5.417000000000e+00	-3.892312673352e-03	-1.085536844084e-02	-1.085536844084e-02
5.418000000000e+00	-4.573710934807e-03	-1.086204299912e-02	-1.086204299912e-02
5.419000000000e+00	-5.286207065531e-03	-1.086770882904e-02	-1.086770882904e-02
5.420000000000e+00	-5.998703196414e-03	-1.087337465894e-02	-1.087337465894e-02
5.421000000000e+00	-6.740463321511e-03	-1.087642561148e-02	-1.087642561148e-02
5.422000000000e+00	-7.482223446608e-03	-1.087947656402e-02	-1.087947656402e-02
5.423000000000e+00	-8.219637994236e-03	-1.088103396266e-02	-1.088103396266e-02
5.424000000000e+00	-8.952706964487e-03	-1.088109780744e-02	-1.088109780744e-02
5.425000000000e+00	-9.685775934472e-03	-1.088116165220e-02	-1.088116165220e-02
5.426000000000e+00	-1.036985210989e-02	-1.087814120319e-02	-1.087814120319e-02
5.427000000000e+00	-1.105392828532e-02	-1.087512075417e-02	-1.087512075417e-02
5.428000000000e+00	-1.169368747131e-02	-1.087066043073e-02	-1.087066043073e-02
5.429000000000e+00	-1.228912966885e-02	-1.086476023288e-02	-1.086476023288e-02
5.430000000000e+00	-1.288457186572e-02	-1.085886003502e-02	-1.085886003502e-02
5.431000000000e+00	-1.335548362482e-02	-1.085058711359e-02	-1.085058711359e-02
5.432000000000e+00	-1.382639538392e-02	-1.084231419215e-02	-1.084231419215e-02
5.433000000000e+00	-1.422041191164e-02	-1.083324686769e-02	-1.083324686769e-02
5.434000000000e+00	-1.453753320964e-02	-1.082338514021e-02	-1.082338514021e-02
5.435000000000e+00	-1.485465450669e-02	-1.081352341273e-02	-1.081352341273e-02
5.436000000000e+00	-1.499779876833e-02	-1.080308372867e-02	-1.080308372867e-02
5.437000000000e+00	-1.514094302997e-02	-1.079264404461e-02	-1.079264404461e-02
5.438000000000e+00	-1.519241862912e-02	-1.078249916089e-02	-1.078249916089e-02
5.439000000000e+00	-1.515222556776e-02	-1.077264907752e-02	-1.077264907752e-02
5.440000000000e+00	-1.511203250542e-02	-1.076279899415e-02	-1.076279899415e-02
5.441000000000e+00	-1.489086269263e-02	-1.075477812893e-02	-1.075477812893e-02
5.442000000000e+00	-1.466969287984e-02	-1.074675726370e-02	-1.074675726370e-02
5.443000000000e+00	-1.436504321947e-02	-1.074026081748e-02	-1.074026081748e-02
5.444000000000e+00	-1.397691371334e-02	-1.073528879024e-02	-1.073528879024e-02
5.445000000000e+00	-1.358878420644e-02	-1.073031676301e-02	-1.073031676301e-02
5.446000000000e+00	-1.305832959571e-02	-1.072950126496e-02	-1.072950126496e-02
5.447000000000e+00	-1.252787498497e-02	-1.072868576692e-02	-1.072868576692e-02
5.448000000000e+00	-1.194291370438e-02	-1.073040420478e-02	-1.073040420478e-02
5.449000000000e+00	-1.130344575511e-02	-1.073465657849e-02	-1.073465657849e-02
5.450000000000e+00	-1.066397780547e-02	-1.073890895224e-02	-1.073890895224e-02
5.451000000000e+00	-9.954801158180e-03	-1.074887387226e-02	-1.074887387226e-02
5.452000000000e+00	-9.245624510886e-03	-1.075883879227e-02	-1.075883879227e-02
5.453000000000e+00	-8.522642638910e-03	-1.077182350345e-02	-1.077182350345e-02
5.454000000000e+00	-7.785855542553e-03	-1.078782800573e-02	-1.078782800573e-02
5.455000000000e+00	-7.049068446271e-03	-1.080383250803e-02	-1.080383250803e-02
5.456000000000e+00	-6.326129199094e-03	-1.082585786793e-02	-1.082585786793e-02
5.457000000000e+00	-5.603189951919e-03	-1.084788322783e-02	-1.084788322783e-02
5.458000000000e+00	-4.905903427208e-03	-1.087273489596e-02	-1.087273489596e-02
5.459000000000e+00	-4.234269624407e-03	-1.090041287228e-02	-1.090041287228e-02
5.460000000000e+00	-3.562635822049e-03	-1.092809084861e-02	-1.092809084861e-02
5.461000000000e+00	-2.972781594823e-03	-1.096072378271e-02	-1.096072378271e-02
5.462000000000e+00	-2.382927367596e-03	-1.099335671681e-02	-1.099335671681e-02
5.463000000000e+00	-1.844543120515e-03	-1.102797436799e-02	-1.102797436799e-02
5.464000000000e+00	-1.357628852462e-03	-1.106457673621e-02	-1.106457673621e-02
5.465000000000e+00	-8.707145850235e-04	-1.110117910444e-02	-1.110117910444e-02
5.466000000000e+00	-4.971264321695e-04	-1.114053653132e-02	-1.114053653132e-02
5.467000000000e+00	-1.235382793154e-04	-1.117989395820e-02	-1.117989395820e-02
5.468000000000e+00	1.938068784436e-04	-1.121994296026e-02	-1.121994296026e-02
5.469000000000e+00	4.549090423279e-04	-1.126068353750e-02	-1.126068353750e-02
5.470000000000e+00	7.160112056642e-04	-1.130142411474e-02	-1.130142411474e-02
5.471000000000e+00	8.760919564603e-04	-1.134209621696e-02	-1.134209621696e-02
5.472000000000e+00	1.036172707256e-03	-1.138276831919e-02	-1.138276831919e-02
5.473000000000e+00	1.155986168640e-03	-1.142267970675e-02	-1.142267970675e-02
5.474000000000e+00	1.235532341484e-03	-1.146183037968e-02	-1.146183037968e-02
5.475000000000e+00	1.315078514037e-03	-1.150098105258e-02	-1.150098105258e-02
5.476000000000e+00	1.341145653625e-03	-1.153722944932e-02	-1.153722944932e-02
